"(PDH-CSV 4.0) (China Standard Time)(-480)","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\current bandwidth","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes total/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes received/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes sent/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\output queue length","\\dcnds0005337\memory\available bytes","\\dcnds0005337\memory\committed bytes","\\dcnds0005337\memory\commit limit","\\dcnds0005337\memory\% committed bytes in use","\\dcnds0005337\memory\page faults/sec","\\dcnds0005337\memory\pages/sec","\\dcnds0005337\memory\page reads/sec","\\dcnds0005337\memory\page writes/sec","\\dcnds0005337\memory\pool paged bytes","\\dcnds0005337\memory\pool nonpaged bytes","\\dcnds0005337\processor(_total)\% privileged time","\\dcnds0005337\processor(_total)\% processor time","\\dcnds0005337\processor(_total)\% user time"
"03/31/2016 23:11:10.095","10000000000","4509.1536514214704","3382.1134852987293","1127.0401661227415","0","5948448768","7565914112","26082009088","29.008172209712868","161.85686967225274","0","0","0","768417792","123154432","0.77451043376297923","1.6378103996948834","1.549010938032314"
"03/31/2016 23:11:11.104","10000000000","3476.2317608075082","2847.9732270697773","628.258533737731","0","5948465152","7566307328","26082009088","29.009679823634301","244.76318270223902","0","0","0","768417792","123138048","0.77296531991994066","2.6057453719444679","0.77296531991994066"
"03/31/2016 23:11:12.111","10000000000","13275.534331311057","5409.2136740786746","7866.3206572323834","0","5948481536","7565070336","26082009088","29.004937121506458","745.48148760731453","0","0","0","768417792","123109376","3.8763817455232608","6.1916770549585216","3.1011014206730421"
"03/31/2016 23:11:13.117","10000000000","9220.9316739500046","3076.6260813793942","6144.3055925706094","0","5948497920","7565987840","26082009088","29.008454887323133","131.21636275996124","0","0","0","768409600","123072512","0","0.76475453846265307","0"
"03/31/2016 23:11:14.123","10000000000","3518.3554292348895","3162.5443434535082","355.81108578138151","0","5948518400","7565897728","26082009088","29.008109392466142","179.893314319637","0","0","0","768409600","123060224","2.3258210958228234","3.8658559591357","2.3258310351867397"
"03/31/2016 23:11:15.129","10000000000","8135.1743108213132","2574.5480773493646","5560.6262334719486","0","5948518400","7565557760","26082009088","29.006805934596571","209.74117541340385","0","0","0","768409600","123101184","0.7752803248502188","3.8658559591357","2.3258210958228234"
"03/31/2016 23:11:16.136","10000000000","5401.065615648492","4209.4350330454054","1191.6305826030871","0","5941911552","7579869184","26082009088","29.061676799612041","20161.39643215873","0","0","0","768421888","123088896","24.784175008517025","34.167040098373477","10.068576061956863"
"03/31/2016 23:11:17.153","10000000000","3488.1303807900235","2914.1466833030204","573.98369748700304","0","5936750592","7604236288","26082009088","29.155101749805816","10112.531273020162","0","0","0","768593920","123109376","29.908700378733023","43.250148928076712","13.037123033026097"
"03/31/2016 23:11:18.281","10000000000","2202.2067086040083","1822.0269589093928","380.17974969461551","0","5932167168","7670751232","26082009088","29.410124067203146","15243.52418297688","0","0","0","768430080","123072512","55.313972148884403","100","44.251177719107524"
"03/31/2016 23:11:19.326","10000000000","10745.169770523718","3881.316891098671","6863.8528794250478","0","5927673856","7692566528","26082009088","29.493765231219292","16796.386881627492","245.03504910511953","0","0.95716816056687315","768430080","123269120","55.975627317651011","100","44.034161177183719"
